Index,A,B,C,D,Label,Rank
2484,True,False,True,False,False,0.367
2485,False,True,True,False,False,0.38
2486,False,False,False,False,False,0.101
2487,True,True,True,True,True,0.861
2488,False,False,True,False,False,0.331
2489,False,True,False,True,False,0.488
2490,True,False,False,True,True,0.629
2491,False,False,False,False,False,0.19
2492,False,True,False,False,False,0.152
2493,True,True,True,True,True,0.75
2494,True,False,False,False,False,0.129
2495,False,False,True,True,True,0.791
2496,False,False,False,False,False,0.014
2497,True,False,True,False,False,0.391
2498,True,False,True,False,False,0.434
2499,True,True,True,True,True,0.909
2500,True,False,False,True,False,0.492
2501,False,True,False,False,False,0.192
2502,False,False,False,True,False,0.346
2503,False,False,True,False,False,0.263
2504,True,False,True,True,True,0.686
2505,False,False,True,False,False,0.468
2506,True,False,True,False,False,0.451
2507,True,False,False,True,True,0.66
2508,False,False,True,True,True,0.701
2509,False,False,False,True,False,0.389
2510,True,True,False,True,True,0.764
2511,False,True,False,False,False,0.274
2512,True,True,True,True,True,0.974
2513,True,False,True,False,False,0.429
2514,False,False,True,True,True,0.635
2515,True,False,False,False,False,0.224
2516,False,False,False,False,False,0.028
2517,True,True,False,True,True,0.603
2518,True,True,True,True,True,0.878
2519,True,True,True,True,True,0.99
2520,False,False,False,False,False,0.053
2521,True,False,False,False,False,0.375
2522,True,False,True,True,True,0.685
2523,True,False,False,True,True,0.627
2524,False,False,False,True,False,0.39
2525,True,False,True,False,False,0.483
2526,False,False,False,False,False,0.09
2527,True,False,True,True,True,0.707
2528,False,True,True,False,False,0.36
2529,False,True,True,True,True,0.773
2530,False,True,False,True,False,0.486
2531,True,False,True,True,True,0.765
2532,True,True,False,True,True,0.668
2533,True,True,True,True,True,0.899
2534,False,False,False,False,False,0.027
2535,False,False,True,False,False,0.32
2536,True,True,True,True,True,0.851
2537,False,True,True,False,False,0.334
2538,False,False,False,True,False,0.357
2539,False,False,False,False,False,0.171
2540,True,True,False,True,True,0.671
2541,False,True,True,False,False,0.357
2542,True,False,True,False,False,0.508
2543,True,False,False,False,False,0.139
2544,False,True,False,False,False,0.322
2545,False,True,True,True,True,0.634
2546,True,False,True,False,False,0.537
2547,True,False,True,True,True,0.915
2548,False,True,True,False,False,0.405
2549,True,True,False,True,True,0.632
2550,True,False,True,True,True,0.817
2551,True,False,True,True,True,0.727
2552,False,False,False,False,False,0.186
2553,False,False,True,False,False,0.455
2554,True,True,False,True,False,0.559
2555,False,False,False,False,False,0.013
2556,True,True,False,True,False,0.582
2557,False,False,False,False,False,0.038
2558,True,False,False,True,True,0.623
2559,False,False,False,False,False,0.037
2560,True,True,False,True,True,0.666
2561,False,False,False,True,False,0.363
2562,False,False,True,True,True,0.678
2563,True,True,False,True,True,0.651
2564,True,False,True,True,True,0.846
2565,True,False,True,True,True,0.772
2566,True,True,True,True,True,0.755
2567,False,False,True,True,True,0.672
2568,True,False,True,False,False,0.573
2569,False,False,False,False,False,0.163
2570,False,True,True,True,True,0.666
2571,False,False,True,True,False,0.584
2572,True,True,True,True,True,0.904
2573,False,False,True,False,False,0.281
2574,False,False,False,True,False,0.427
2575,True,False,True,False,False,0.429
2576,True,True,True,True,True,0.791
2577,False,False,True,True,True,0.609
2578,True,False,False,True,False,0.556
2579,True,True,True,True,True,0.913
2580,False,False,False,False,False,0.138
2581,True,False,True,True,True,0.901
2582,False,False,True,True,False,0.57
2583,True,False,False,True,False,0.556
2584,True,False,True,False,False,0.573
2585,False,False,True,False,False,0.32
2586,False,False,True,False,False,0.465
2587,True,False,False,False,False,0.344
2588,False,False,False,True,False,0.379
2589,True,False,False,True,True,0.636
2590,False,True,True,True,True,0.855
2591,False,True,True,False,False,0.449
2592,False,False,False,False,False,0.13
2593,False,False,True,False,False,0.269
2594,True,False,True,False,False,0.436
2595,False,True,True,True,True,0.868
2596,True,True,True,True,True,0.945
2597,True,False,True,False,False,0.41
2598,True,True,True,True,True,0.784
2599,True,False,False,False,False,0.334
2600,True,False,True,False,True,0.6
2601,True,True,False,True,False,0.567
2602,True,False,True,False,False,0.542
2603,False,False,False,True,False,0.369
2604,True,False,True,True,True,0.849
2605,False,False,False,False,False,0.145
2606,True,False,True,True,True,0.918
2607,False,True,False,False,False,0.19
2608,False,False,False,False,False,0.225
2609,True,False,True,False,False,0.502
2610,True,True,False,True,False,0.536
2611,False,False,False,True,False,0.432
2612,True,False,True,True,True,0.73
2613,True,False,True,True,True,0.724
2614,False,False,False,False,False,0.17
2615,True,False,True,True,True,0.904
2616,False,False,True,False,False,0.347
2617,False,False,False,False,False,0.197
2618,False,False,True,True,True,0.651
2619,True,False,False,False,False,0.318
2620,False,True,True,False,False,0.473
2621,False,True,False,True,False,0.573
2622,False,False,False,True,False,0.549
2623,True,True,True,True,True,0.917
2624,False,True,False,True,False,0.437
2625,True,False,False,False,False,0.161
2626,True,False,True,True,True,0.717
2627,False,True,False,False,False,0.29
2628,True,False,True,False,False,0.428
2629,True,False,True,False,False,0.354
2630,False,True,False,False,False,0.232
2631,False,False,False,False,False,0.003
2632,False,True,True,True,True,0.628
2633,False,True,False,False,False,0.255
2634,False,False,True,True,False,0.57
2635,False,True,True,False,False,0.422
2636,True,True,False,True,False,0.595
2637,True,True,True,True,True,0.929
2638,False,False,False,False,False,0.147
2639,True,False,True,True,True,0.853
2640,True,False,True,True,True,0.88
2641,True,False,True,True,True,0.847
2642,True,False,False,True,False,0.59
2643,False,False,False,False,False,0.035
2644,False,True,True,False,False,0.464
2645,False,True,True,False,False,0.402
2646,False,False,False,True,False,0.504
2647,True,True,True,True,True,0.874
2648,False,True,True,True,True,0.647
2649,False,False,True,True,True,0.676
2650,False,True,True,False,False,0.336
2651,False,True,True,True,True,0.798
2652,True,True,True,True,True,0.822
2653,True,True,True,True,True,0.84
2654,True,False,True,False,False,0.37
2655,True,False,True,False,False,0.509
2656,False,False,True,False,False,0.307
2657,False,True,False,False,False,0.185
2658,True,False,True,False,False,0.392
2659,True,False,True,False,False,0.373
2660,False,False,False,True,False,0.471
2661,True,True,True,True,True,0.989
2662,True,True,True,True,True,0.931
2663,False,True,True,True,True,0.84
2664,False,False,False,False,False,0.14
2665,True,True,True,False,False,0.532
2666,True,True,False,True,True,0.728
2667,True,False,True,True,True,0.731
2668,True,True,False,True,False,0.575
2669,True,False,True,False,False,0.402
2670,True,False,False,True,False,0.487
2671,True,False,True,False,False,0.426
2672,False,False,True,True,True,0.784
2673,True,False,True,True,True,0.73
2674,False,True,False,True,False,0.568
2675,True,False,True,False,False,0.576
2676,True,False,True,False,False,0.449
2677,True,False,False,True,False,0.529
2678,True,False,False,True,False,0.543
2679,True,False,True,False,False,0.553
2680,True,False,True,True,True,0.862
2681,False,False,True,False,False,0.474
2682,False,True,False,True,False,0.499
2683,True,True,True,True,True,0.97
2684,False,False,False,True,False,0.488
2685,False,False,False,True,False,0.339
2686,True,True,True,True,True,0.801
2687,False,False,False,False,False,0.21
2688,True,True,True,True,True,0.911
2689,True,False,True,True,True,0.846
2690,True,False,False,True,False,0.472
2691,False,False,True,True,True,0.756
2692,True,False,False,False,False,0.266
2693,True,False,False,True,False,0.543
2694,False,False,True,False,False,0.267
2695,True,False,True,True,True,0.854
2696,False,True,False,False,False,0.302
2697,True,False,False,False,False,0.142
2698,False,False,True,False,False,0.448
2699,False,False,True,True,True,0.729
2700,True,False,True,True,True,0.847
2701,False,False,True,False,False,0.337
2702,True,False,False,True,False,0.517
2703,False,False,False,False,False,0.143
2704,False,True,False,False,False,0.19
2705,True,True,True,True,True,0.984
2706,True,False,True,True,True,0.829
2707,True,False,True,True,True,0.721
2708,True,False,False,False,False,0.25
2709,True,False,True,True,True,0.918
2710,False,True,False,True,True,0.611
2711,False,True,False,False,False,0.299
2712,True,True,True,True,True,0.86
2713,True,True,True,True,True,0.842
2714,False,False,False,False,False,0.139
2715,False,False,False,False,False,0.097
2716,True,False,False,False,False,0.349
2717,True,False,True,True,True,0.817
2718,True,False,True,False,False,0.545
2719,True,False,True,False,False,0.371
2720,False,True,True,True,True,0.725
2721,False,True,True,True,True,0.872
2722,True,True,False,False,False,0.216
2723,False,False,True,True,True,0.654
2724,False,False,True,False,False,0.302
2725,False,False,True,False,False,0.246
2726,True,True,True,True,True,0.962
2727,False,False,True,False,False,0.248
2728,True,False,True,True,True,0.762
2729,False,False,False,True,False,0.392
2730,True,False,False,True,True,0.642
2731,False,False,False,True,False,0.346
2732,False,True,False,True,False,0.58
2733,True,False,False,True,False,0.487
2734,True,False,True,True,True,0.74
2735,False,False,False,False,False,0.241
2736,True,False,True,True,True,0.829
2737,True,False,False,False,False,0.323
2738,False,True,True,True,True,0.714
2739,True,True,False,True,False,0.535
2740,True,True,False,True,False,0.596
2741,True,False,True,True,True,0.803
2742,False,False,True,False,False,0.25
2743,False,True,True,True,True,0.857
2744,True,False,True,True,True,0.908
2745,True,True,True,True,True,0.946
2746,False,False,False,True,False,0.564
2747,True,False,True,True,True,0.695
2748,False,True,False,False,False,0.246
2749,False,False,False,False,False,0.238
2750,True,False,True,True,True,0.774
2751,True,True,False,True,True,0.67
2752,False,False,False,True,False,0.454
2753,False,False,False,False,False,0.15
2754,True,True,True,True,True,0.839
2755,True,False,True,True,True,0.771
2756,True,True,True,True,True,0.847
2757,False,False,True,False,False,0.412
2758,True,True,True,True,True,0.829
2759,True,False,True,True,True,0.836
2760,False,False,False,True,False,0.552
2761,True,True,True,True,True,0.752
2762,True,True,False,True,False,0.555
2763,True,True,True,True,True,0.797
2764,True,True,True,True,True,0.959
2765,False,False,False,True,False,0.405
2766,True,True,True,True,True,0.835
2767,False,False,False,False,False,0.175
2768,False,False,False,True,False,0.364
2769,True,True,True,True,True,0.98
2770,True,True,True,True,True,0.784
2771,True,True,True,True,True,0.777
2772,False,True,False,False,False,0.229
2773,False,True,False,True,True,0.644
2774,True,True,True,False,False,0.593
2775,True,False,False,True,False,0.519
2776,False,False,False,False,False,0.153
2777,True,True,True,True,True,0.987
2778,False,False,False,True,False,0.338
2779,True,True,True,False,False,0.541
2780,False,True,False,False,False,0.258
2781,False,True,True,False,False,0.531
2782,True,True,True,True,True,0.931
2783,False,False,False,False,False,0.107
2784,False,False,False,False,False,0.157
2785,False,True,False,True,False,0.541
2786,False,True,False,True,False,0.425
2787,True,False,False,True,False,0.486
2788,True,False,True,False,False,0.46
2789,True,False,True,False,False,0.423
2790,False,False,False,False,False,0.121
2791,True,False,True,True,True,0.916
2792,False,True,False,True,False,0.524
2793,True,True,False,True,False,0.584
2794,True,False,True,False,False,0.398
2795,True,True,False,False,False,0.28
2796,False,False,True,False,False,0.32
2797,True,True,False,False,False,0.383
2798,False,False,False,False,False,0.068
2799,True,False,True,True,True,0.79
2800,True,False,False,True,True,0.606
2801,False,True,True,True,True,0.646
2802,False,False,False,True,False,0.473
2803,False,True,False,True,False,0.498
2804,False,False,True,False,False,0.288
2805,True,False,True,True,True,0.894
2806,False,True,True,True,True,0.658
2807,True,True,True,True,True,0.851
2808,True,True,True,True,True,0.81
2809,True,False,True,False,False,0.528
2810,False,False,False,True,False,0.436
2811,True,False,False,True,False,0.544
2812,False,False,False,True,False,0.425
2813,True,True,False,True,True,0.687
2814,True,False,True,True,True,0.92
2815,True,True,True,True,True,0.933
2816,True,False,True,False,False,0.362
2817,False,True,False,True,False,0.474
2818,True,False,True,True,True,0.815
2819,True,False,True,True,True,0.767
2820,True,False,True,True,True,0.888
2821,False,True,True,True,True,0.802
2822,True,True,False,True,False,0.58
2823,True,False,False,True,False,0.585
2824,False,True,False,False,False,0.268
2825,False,False,False,True,False,0.364
2826,True,True,False,True,True,0.667
2827,True,True,True,True,True,0.999
2828,True,False,True,False,False,0.447
2829,False,False,True,False,False,0.353
2830,False,True,False,True,True,0.65
2831,True,True,True,True,True,0.789
2832,True,False,False,True,False,0.537
2833,False,False,False,False,False,0.119
2834,True,True,True,True,True,0.843
2835,True,True,False,True,True,0.74
2836,False,True,True,True,True,0.713
2837,True,False,False,True,True,0.686
2838,True,True,True,False,False,0.452
2839,False,True,False,True,False,0.586
2840,True,False,False,True,True,0.657
2841,True,True,True,True,True,0.801
2842,False,True,False,False,False,0.188
2843,False,False,True,False,False,0.265
2844,True,False,True,True,True,0.682
2845,False,False,False,True,False,0.429
2846,True,False,False,True,True,0.662
2847,True,True,False,True,True,0.643
2848,False,True,True,True,True,0.867
2849,False,False,False,True,False,0.416
2850,True,False,False,True,True,0.617
2851,False,False,True,False,False,0.267
2852,False,False,False,False,False,0.134
2853,False,False,True,True,True,0.767
2854,True,True,False,True,True,0.728
2855,True,True,True,True,True,0.813
2856,False,True,True,False,False,0.508
2857,True,True,True,True,True,0.932
2858,False,False,True,False,False,0.47
2859,True,False,False,True,False,0.566
2860,False,False,False,True,False,0.328
2861,False,False,True,False,False,0.379
2862,False,False,True,True,True,0.618
2863,True,True,False,True,True,0.699
2864,True,False,True,True,True,0.772
2865,False,False,True,False,False,0.272
2866,False,True,False,False,False,0.099
2867,False,True,False,True,True,0.64
2868,True,False,True,True,True,0.852
2869,True,False,True,True,True,0.793
2870,True,False,False,True,True,0.646
2871,True,False,True,False,False,0.445
2872,False,False,True,True,True,0.743
2873,False,True,False,False,False,0.219
2874,True,False,False,False,False,0.288
2875,True,False,True,True,True,0.72
2876,False,False,False,False,False,0.19
2877,True,False,True,True,True,0.763
2878,False,False,False,False,False,0.224
2879,False,True,True,True,True,0.687
2880,True,False,True,True,True,0.902
2881,True,False,True,True,True,0.907
2882,False,False,True,True,True,0.666
2883,False,False,False,False,False,0.101
2884,True,False,True,False,False,0.476
2885,False,True,False,True,False,0.433
2886,True,True,True,True,True,0.823
2887,True,True,True,True,True,0.906
2888,True,True,True,True,True,0.805
2889,True,False,True,True,True,0.689
2890,False,True,True,False,False,0.516
2891,True,False,True,False,False,0.583
2892,False,False,False,False,False,0.196
2893,False,False,True,False,False,0.249
2894,False,True,False,False,False,0.286
2895,True,False,True,True,True,0.747
2896,False,False,True,True,True,0.726
2897,False,False,False,True,False,0.494
2898,True,False,True,False,False,0.467
2899,False,True,False,True,False,0.482
2900,True,False,True,True,True,0.684
2901,False,True,True,True,True,0.798
2902,False,False,True,False,False,0.461
2903,False,False,True,True,False,0.555
2904,True,False,True,True,True,0.751
2905,False,True,False,True,False,0.586
2906,True,True,True,True,True,0.888
2907,True,False,False,True,True,0.607
2908,True,True,True,True,True,0.962
2909,True,False,True,True,True,0.884
2910,True,True,False,True,True,0.638
2911,True,False,False,True,False,0.55
2912,False,True,True,True,True,0.79
2913,True,True,False,True,True,0.694
2914,False,True,False,True,False,0.41
2915,False,False,False,False,False,0.116
2916,False,True,True,True,True,0.874
2917,False,False,True,False,False,0.341
2918,False,False,True,True,True,0.738
2919,False,False,False,True,False,0.35
2920,False,False,False,False,False,0.051
2921,True,True,True,True,True,0.923
2922,True,True,False,True,True,0.728
2923,True,True,False,False,False,0.262
2924,False,True,False,True,False,0.491
2925,False,False,True,False,False,0.285
2926,False,False,False,False,False,0.082
2927,True,True,False,False,False,0.267
2928,False,False,True,True,True,0.714
2929,True,False,True,True,True,0.815
2930,False,False,True,True,False,0.599
2931,True,False,True,False,False,0.377
2932,True,False,False,True,False,0.547
2933,True,False,True,True,True,0.679
2934,False,True,True,False,False,0.519
2935,False,False,True,True,False,0.57
2936,True,True,True,True,True,0.853
2937,True,False,True,False,False,0.56
2938,True,False,True,True,True,0.774
2939,False,False,True,False,False,0.373
2940,False,False,True,True,True,0.744
2941,False,False,False,False,False,0.001
2942,True,False,True,True,True,0.851
2943,False,False,False,True,False,0.559
2944,False,True,False,False,False,0.219
2945,True,True,False,True,False,0.558
2946,True,False,True,True,True,0.88
2947,False,False,True,True,True,0.708
2948,False,True,True,True,True,0.739
2949,True,False,True,True,True,0.737
2950,True,False,False,True,True,0.625
2951,True,False,False,False,False,0.291
2952,True,False,False,True,True,0.627
2953,False,False,False,False,False,0.239
2954,False,True,True,False,False,0.496
2955,False,False,False,False,False,0.173
2956,True,True,False,True,False,0.588
2957,True,True,False,True,False,0.575
2958,True,True,False,True,False,0.531
2959,True,True,False,True,True,0.681
2960,True,False,True,True,True,0.685
2961,False,True,True,True,True,0.677
2962,True,False,False,False,False,0.225
2963,False,False,True,True,True,0.675
2964,False,True,False,False,False,0.116
2965,True,True,False,True,True,0.675
2966,False,False,False,True,False,0.479
2967,True,False,False,False,False,0.349
2968,True,True,False,True,True,0.739
2969,False,False,False,True,False,0.361
2970,False,True,False,True,False,0.502
2971,True,False,False,True,True,0.687
2972,False,True,True,True,True,0.805
2973,True,False,False,True,False,0.534
2974,True,False,True,True,True,0.871
2975,True,True,True,True,True,0.992
2976,False,False,False,False,False,0.249
2977,False,True,True,False,False,0.393
2978,False,False,False,False,False,0.199
2979,True,True,True,True,True,0.861
2980,False,True,True,False,False,0.462
2981,True,True,False,True,False,0.589
2982,False,False,False,True,False,0.345
2983,False,False,True,False,False,0.36
2984,False,False,False,False,False,0.175
2985,True,True,False,True,True,0.671
2986,True,False,False,True,True,0.605
2987,False,False,False,False,False,0.017
2988,True,False,False,True,False,0.57
2989,True,True,True,True,True,0.873
2990,True,True,True,True,True,0.963
2991,False,True,False,False,False,0.303
2992,False,True,False,False,False,0.295
2993,False,True,False,True,False,0.54
2994,True,False,True,True,True,0.828
2995,False,True,False,False,False,0.104
2996,True,False,True,True,True,0.888
2997,True,False,False,True,False,0.577
2998,True,False,False,False,False,0.205
2999,False,False,True,False,False,0.423
3000,False,True,True,False,False,0.461
3001,True,False,False,False,False,0.358
3002,True,True,True,True,True,0.98
3003,False,True,False,False,False,0.195
3004,False,False,True,False,False,0.38
3005,True,True,True,True,True,0.894
3006,True,True,False,True,True,0.655
3007,False,True,True,False,False,0.46
3008,False,False,False,False,False,0.227
3009,True,False,True,True,True,0.74
3010,False,False,False,False,False,0.109
3011,True,True,False,True,True,0.666
3012,True,True,True,True,True,0.782
3013,False,False,False,True,False,0.388
3014,False,True,False,False,False,0.256
3015,True,True,True,False,False,0.577
3016,True,True,False,True,True,0.601
3017,True,False,True,False,False,0.517
3018,False,False,True,True,False,0.574
3019,False,True,False,True,True,0.618
3020,True,False,True,True,True,0.681
3021,False,False,False,True,False,0.529
3022,False,False,True,False,False,0.361
3023,True,True,False,True,True,0.715
3024,True,True,True,True,True,0.945
3025,True,False,True,True,True,0.9
3026,False,False,False,False,False,0.228
3027,False,True,False,False,False,0.319
3028,False,True,True,True,True,0.87
3029,False,False,True,False,False,0.359
3030,True,True,True,True,True,0.821
3031,False,False,False,True,False,0.348
3032,False,True,False,True,True,0.638
3033,True,True,False,True,True,0.76
3034,False,False,True,True,False,0.552
3035,False,True,False,False,False,0.219
3036,False,True,True,True,True,0.872
3037,True,False,False,True,True,0.687
3038,True,True,True,True,True,0.924
3039,True,False,False,True,False,0.559
3040,False,True,True,False,False,0.398
3041,True,False,False,True,True,0.641
3042,False,False,False,False,False,0.195
3043,True,False,True,True,True,0.722
3044,True,True,True,True,True,0.858
3045,True,False,True,True,True,0.748
3046,True,True,False,True,False,0.556
3047,False,True,True,True,True,0.756
3048,False,False,False,False,False,0.143
3049,False,True,False,True,True,0.643
3050,False,True,False,False,False,0.245
3051,True,False,True,True,True,0.853
3052,True,False,True,True,True,0.786
3053,False,True,False,True,True,0.614
3054,False,False,False,False,False,0.079
3055,False,True,False,False,False,0.124
3056,False,False,True,False,False,0.328
3057,True,True,False,True,True,0.731
3058,False,False,False,False,False,0.231
3059,False,False,False,True,False,0.554
3060,False,False,False,False,False,0.228
3061,False,False,True,True,True,0.649
3062,True,False,False,True,False,0.573
3063,False,False,True,False,False,0.458
3064,True,False,False,True,True,0.693
3065,False,False,False,False,False,0.2
3066,False,False,True,True,False,0.558
3067,False,False,False,False,False,0.223
3068,True,True,False,True,True,0.626
3069,False,False,False,False,False,0.093
3070,False,False,True,True,True,0.799
3071,True,False,False,True,False,0.592
3072,False,False,True,False,False,0.363
3073,False,False,True,False,False,0.376
3074,True,True,True,True,True,0.869
3075,False,False,False,False,False,0.188
3076,True,False,True,True,True,0.831
3077,True,False,True,True,True,0.683
3078,False,True,True,False,False,0.492
3079,True,False,True,True,True,0.729
3080,True,False,True,False,False,0.477
3081,True,True,True,True,True,0.87
3082,True,False,True,False,False,0.416
3083,False,True,False,False,False,0.273
3084,True,False,False,True,False,0.528
3085,True,False,False,True,False,0.482
3086,True,False,True,True,True,0.778
3087,True,True,True,True,True,0.917
3088,True,True,False,True,True,0.695
3089,False,False,False,False,False,0.127
3090,False,True,False,False,False,0.113
3091,True,True,False,True,True,0.75
3092,True,False,True,True,True,0.808
3093,False,False,True,True,False,0.599
3094,False,True,False,True,False,0.423
3095,False,True,False,False,False,0.274
3096,False,False,False,False,False,0.213
3097,True,True,False,True,False,0.58
3098,True,False,True,True,True,0.729
3099,True,True,True,True,True,0.861
3100,True,False,True,False,False,0.525
3101,False,False,False,True,False,0.53
3102,True,False,False,True,False,0.579
3103,True,True,True,True,True,0.753
3104,True,True,False,True,False,0.587
3105,False,True,True,True,True,0.771
3106,False,True,False,True,False,0.469
3107,False,False,False,False,False,0.086
3108,True,False,False,True,False,0.538
3109,False,False,True,True,True,0.678
3110,False,False,False,False,False,0.029
3111,False,True,False,True,True,0.624
3112,True,True,True,True,True,0.988
3113,True,True,False,True,True,0.764
3114,True,True,False,True,False,0.534
3115,True,False,False,False,False,0.362
3116,False,True,False,False,False,0.307
3117,False,False,True,True,True,0.757
3118,False,False,False,True,False,0.541
3119,True,False,True,True,True,0.761
3120,True,False,False,True,True,0.677
3121,False,True,True,False,False,0.482
3122,False,True,True,True,True,0.69
3123,True,True,True,True,True,0.938
3124,False,False,True,True,True,0.68
3125,True,True,False,True,True,0.62
3126,False,False,False,False,False,0.204
3127,False,True,True,False,False,0.501
3128,False,False,False,True,False,0.362
3129,True,True,False,True,True,0.704
3130,True,False,True,True,True,0.871
3131,True,True,True,True,True,0.808
3132,True,False,True,False,False,0.375
3133,True,True,True,True,True,0.985
3134,True,False,True,True,True,0.884
3135,False,False,False,True,False,0.423
3136,False,True,False,True,False,0.596
3137,True,False,True,False,False,0.474
3138,False,True,False,False,False,0.189
3139,False,False,True,False,False,0.369
3140,False,False,False,False,False,0.02
3141,True,False,False,True,False,0.482
3142,False,True,False,False,False,0.108
3143,True,False,True,True,True,0.832
3144,False,False,False,True,False,0.51
3145,True,True,True,True,True,0.924
3146,True,False,True,True,True,0.684
3147,False,False,False,False,False,0.163
3148,True,False,True,True,True,0.761
3149,True,True,True,True,True,0.919
3150,True,True,True,True,True,0.943
3151,False,True,False,False,False,0.32
3152,False,False,True,False,False,0.422
3153,True,True,True,True,True,0.827
3154,True,False,True,True,True,0.891
3155,False,True,False,True,False,0.468
3156,True,True,False,True,True,0.669
3157,False,True,False,True,False,0.58
3158,True,False,True,False,False,0.355
3159,True,False,True,True,True,0.701
3160,True,True,False,True,True,0.634
3161,True,False,False,True,False,0.588
3162,True,True,False,True,True,0.679
3163,False,False,False,True,False,0.352
3164,True,False,True,True,True,0.912
3165,True,False,True,False,False,0.496
3166,False,True,False,False,False,0.128
3167,True,True,False,True,False,0.572
3168,True,True,True,True,True,0.813
3169,True,False,False,False,False,0.308
3170,False,False,True,False,False,0.298
3171,True,True,False,True,True,0.711
3172,True,True,False,False,False,0.325
3173,False,True,False,True,True,0.62
3174,False,True,False,True,False,0.513
3175,True,False,True,True,True,0.839
3176,False,False,True,True,False,0.553
3177,True,True,True,True,True,0.837
3178,True,False,False,True,False,0.465
3179,False,False,True,True,True,0.768
3180,False,True,True,True,True,0.662
3181,False,True,False,False,False,0.284
3182,False,False,True,True,True,0.796
3183,False,False,False,False,False,0.065
3184,True,False,False,False,False,0.311
3185,True,False,False,True,False,0.453
3186,False,True,False,True,False,0.572
3187,True,False,True,True,True,0.91
3188,False,True,False,True,False,0.45
3189,False,True,False,True,False,0.42
3190,True,False,True,True,True,0.743
3191,False,False,True,True,True,0.687
3192,True,False,True,True,True,0.907
3193,True,False,False,True,False,0.567
3194,True,False,False,False,False,0.151
3195,False,False,False,False,False,0.06
3196,False,False,True,False,False,0.443
3197,False,False,False,False,False,0.077
3198,True,False,False,False,False,0.214
3199,True,False,True,True,True,0.818
3200,False,False,True,False,False,0.432
3201,True,False,True,True,True,0.798
3202,False,True,False,True,False,0.543
3203,False,True,False,True,True,0.639
3204,False,False,True,False,False,0.429
3205,True,False,False,True,False,0.533
3206,True,False,False,True,True,0.607
3207,True,False,False,True,True,0.679
3208,True,True,False,True,True,0.616
3209,False,True,True,True,True,0.689
3210,False,False,False,False,False,0.165
3211,False,True,False,False,False,0.192
3212,True,False,True,True,True,0.873
3213,True,True,False,False,False,0.358
3214,False,False,False,True,False,0.359
3215,True,True,True,True,True,0.895
3216,False,False,True,True,True,0.772
3217,True,True,True,True,True,0.991
3218,False,True,False,False,False,0.104
3219,False,True,False,True,True,0.636
3220,True,True,True,True,True,0.973
3221,False,False,True,True,True,0.759
3222,True,True,False,True,False,0.585
3223,True,False,True,False,False,0.581
3224,False,True,False,True,True,0.613
3225,True,False,False,False,False,0.248
3226,True,True,True,True,True,0.972
3227,False,False,True,False,False,0.317
3228,False,True,False,True,False,0.457
3229,False,False,False,False,False,0.214
3230,True,True,True,True,True,0.947
3231,True,False,True,True,True,0.714
3232,False,False,True,False,False,0.293
3233,True,True,True,True,True,0.773
3234,True,True,True,False,False,0.595
3235,False,False,False,True,False,0.378
3236,True,False,True,True,True,0.752
3237,True,True,False,True,True,0.652
3238,False,False,False,False,False,0.205
3239,False,False,True,True,False,0.595
3240,True,False,True,False,False,0.372
3241,True,True,False,True,True,0.738
3242,True,True,True,False,False,0.594
3243,False,False,False,True,False,0.501
3244,False,True,False,False,False,0.148
3245,True,False,True,True,True,0.7
3246,False,False,False,True,False,0.422
3247,True,False,False,True,False,0.575
3248,False,False,True,True,True,0.71
3249,False,True,False,True,False,0.56
3250,False,False,False,True,False,0.327
3251,False,True,False,True,False,0.599
3252,False,False,False,False,False,0.212
3253,False,False,False,False,False,0.113
3254,True,True,False,True,True,0.761
3255,False,True,False,False,False,0.293
3256,True,False,True,True,True,0.833
3257,True,True,False,True,True,0.709
3258,True,False,False,True,False,0.459
3259,True,False,False,False,False,0.186
3260,False,False,False,False,False,0.188
3261,True,False,False,True,True,0.643
3262,False,True,True,True,True,0.636
3263,True,False,True,True,True,0.868
3264,True,True,True,True,True,0.864
3265,True,True,True,True,True,0.968
3266,True,True,True,True,True,0.817
3267,False,False,False,False,False,0.226
3268,True,True,True,True,True,0.843
3269,True,True,False,True,True,0.771
3270,True,True,False,True,False,0.546
3271,False,True,True,True,True,0.84
3272,True,False,False,True,False,0.577
3273,True,False,False,True,False,0.518
3274,False,True,False,True,False,0.456
3275,True,False,False,False,False,0.247
3276,False,False,False,True,False,0.34
3277,False,False,True,False,False,0.373
3278,False,False,True,False,False,0.254
3279,True,False,True,True,True,0.914
3280,True,False,True,False,False,0.575
3281,False,True,True,False,False,0.395
3282,True,True,True,True,True,1.0
3283,True,True,False,True,False,0.577
3284,False,False,False,False,False,0.24
3285,False,True,True,False,False,0.341
3286,False,True,False,True,False,0.457
3287,False,False,True,False,False,0.473
3288,True,False,True,True,True,0.703
3289,False,False,True,False,False,0.284
3290,False,False,True,False,False,0.27
3291,False,False,True,True,True,0.627
3292,False,False,False,False,False,0.156
3293,True,False,False,True,True,0.665
3294,False,False,False,False,False,0.161
3295,False,False,False,False,False,0.031
3296,False,False,False,False,False,0.018
3297,True,True,True,True,True,0.931
3298,False,True,False,True,False,0.436
3299,True,False,False,True,False,0.59
3300,True,False,False,True,False,0.453
3301,False,False,True,True,True,0.756
3302,True,False,False,True,True,0.653
3303,False,True,False,True,True,0.641
3304,False,False,True,False,False,0.327
3305,False,True,True,False,False,0.311
